[0, 0, 7, 0, 0]|fof_v1-3c_1BN_3B_Ch_v2-4c_Co_1_Ch_1B_1TrU_Ch.cif|0.973039
[0, 0, 7, 0, 1]|fof_v1-3c_1BN_3B_Ch_v2-4c_Co_1_Ch_1B_1TrU_Ch_1B_2Br_Ch.cif|0.969094
[0, 0, 7, 0, 2]|fof_v1-3c_1BN_3B_Ch_v2-4c_Co_1_Ch_1B_1TrU_Ch_1B_2CF3_Ch.cif|0.967158
[0, 0, 7, 0, 12]|fof_v1-3c_1BN_3B_Ch_v2-4c_Co_1_Ch_1B_1TrU_Ch_1B_2_Ch.cif|0.96789
[0, 0, 7, 0, 3]|fof_v1-3c_1BN_3B_Ch_v2-4c_Co_1_Ch_1B_1TrU_Ch_1B_2CH3_Ch.cif|0.96793
[0, 0, 7, 0, 4]|fof_v1-3c_1BN_3B_Ch_v2-4c_Co_1_Ch_1B_1TrU_Ch_1B_2CN_Ch.cif|0.967821
[0, 0, 7, 0, 5]|fof_v1-3c_1BN_3B_Ch_v2-4c_Co_1_Ch_1B_1TrU_Ch_1B_2DoU_Ch.cif|0.973729
[0, 0, 7, 0, 6]|fof_v1-3c_1BN_3B_Ch_v2-4c_Co_1_Ch_1B_1TrU_Ch_1B_2F_Ch.cif|0.968496
[0, 0, 7, 0, 13]|fof_v1-3c_1BN_3B_Ch_v2-4c_Co_1_Ch_1B_1TrU_Ch_1B_2furan_Ch.cif|0.97404
[0, 0, 7, 0, 14]|fof_v1-3c_1BN_3B_Ch_v2-4c_Co_1_Ch_1B_1TrU_Ch_1B_2indole_Ch.cif|0.972902
[0, 0, 7, 0, 7]|fof_v1-3c_1BN_3B_Ch_v2-4c_Co_1_Ch_1B_1TrU_Ch_1B_2NH2_Ch.cif|0.969291
[0, 0, 7, 0, 8]|fof_v1-3c_1BN_3B_Ch_v2-4c_Co_1_Ch_1B_1TrU_Ch_1B_2NO2_Ch.cif|0.967582
[0, 0, 7, 0, 9]|fof_v1-3c_1BN_3B_Ch_v2-4c_Co_1_Ch_1B_1TrU_Ch_1B_2OH_Ch.cif|0.96956
[0, 0, 7, 0, 10]|fof_v1-3c_1BN_3B_Ch_v2-4c_Co_1_Ch_1B_1TrU_Ch_1B_2SH_Ch.cif|0.968808
[0, 0, 7, 0, 15]|fof_v1-3c_1BN_3B_Ch_v2-4c_Co_1_Ch_1B_1TrU_Ch_1B_2thiophene_Ch.cif|0.97361
