[0, 0, 7, 0, 0]|fof_v1-3c_1BN_3B_Ch_v2-4c_Co_1_Ch_1B_1TrU_Ch.cif|40.40823
[0, 0, 7, 0, 1]|fof_v1-3c_1BN_3B_Ch_v2-4c_Co_1_Ch_1B_1TrU_Ch_1B_2Br_Ch.cif|37.48142
[0, 0, 7, 0, 2]|fof_v1-3c_1BN_3B_Ch_v2-4c_Co_1_Ch_1B_1TrU_Ch_1B_2CF3_Ch.cif|37.44514
[0, 0, 7, 0, 12]|fof_v1-3c_1BN_3B_Ch_v2-4c_Co_1_Ch_1B_1TrU_Ch_1B_2_Ch.cif|36.08578
[0, 0, 7, 0, 3]|fof_v1-3c_1BN_3B_Ch_v2-4c_Co_1_Ch_1B_1TrU_Ch_1B_2CH3_Ch.cif|37.61304
[0, 0, 7, 0, 4]|fof_v1-3c_1BN_3B_Ch_v2-4c_Co_1_Ch_1B_1TrU_Ch_1B_2CN_Ch.cif|37.53319
[0, 0, 7, 0, 5]|fof_v1-3c_1BN_3B_Ch_v2-4c_Co_1_Ch_1B_1TrU_Ch_1B_2DoU_Ch.cif|42.13514
[0, 0, 7, 0, 6]|fof_v1-3c_1BN_3B_Ch_v2-4c_Co_1_Ch_1B_1TrU_Ch_1B_2F_Ch.cif|37.48577
[0, 0, 7, 0, 13]|fof_v1-3c_1BN_3B_Ch_v2-4c_Co_1_Ch_1B_1TrU_Ch_1B_2furan_Ch.cif|41.51739
[0, 0, 7, 0, 14]|fof_v1-3c_1BN_3B_Ch_v2-4c_Co_1_Ch_1B_1TrU_Ch_1B_2indole_Ch.cif|41.19234
[0, 0, 7, 0, 7]|fof_v1-3c_1BN_3B_Ch_v2-4c_Co_1_Ch_1B_1TrU_Ch_1B_2NH2_Ch.cif|37.42737
[0, 0, 7, 0, 8]|fof_v1-3c_1BN_3B_Ch_v2-4c_Co_1_Ch_1B_1TrU_Ch_1B_2NO2_Ch.cif|37.52107
[0, 0, 7, 0, 9]|fof_v1-3c_1BN_3B_Ch_v2-4c_Co_1_Ch_1B_1TrU_Ch_1B_2OH_Ch.cif|37.62772
[0, 0, 7, 0, 10]|fof_v1-3c_1BN_3B_Ch_v2-4c_Co_1_Ch_1B_1TrU_Ch_1B_2SH_Ch.cif|37.39379
[0, 0, 7, 0, 15]|fof_v1-3c_1BN_3B_Ch_v2-4c_Co_1_Ch_1B_1TrU_Ch_1B_2thiophene_Ch.cif|41.98780
[0, 0, 7, 0, 11]|fof_v1-3c_1BN_3B_Ch_v2-4c_Co_1_Ch_1B_1TrU_Ch_1B_2TrU.cif|42.96939
[0, 0, 7, 0, 16]|fof_v1-3c_1BN_3B_Ch_v2-4c_Co_1_Ch_1B_1TrU_Ch_1B_4H_Ch.cif|37.59036
[0, 0, 7, 0, 17]|fof_v1-3c_1BN_3B_Ch_v2-4c_Co_1_Ch_1B_1TrU_Ch_1DoU_Ch.cif|36.70301
[0, 0, 7, 0, 19]|fof_v1-3c_1BN_3B_Ch_v2-4c_Co_1_Ch_1B_1TrU_Ch_1thiophene_Ch.cif|37.28807
[0, 0, 7, 0, 18]|fof_v1-3c_1BN_3B_Ch_v2-4c_Co_1_Ch_1B_1TrU_Ch_1TrU_Ch.cif|36.54690
[0, 0, 7, 0, 20]|fof_v1-3c_1BN_3B_Ch_v2-4c_Co_1_Ch_1B_1TrU_Ch_2B_1DoU_4H_Ch.cif|43.83546
[0, 0, 7, 0, 21]|fof_v1-3c_1BN_3B_Ch_v2-4c_Co_1_Ch_1B_1TrU_Ch_2B_1O_Ch.cif|40.85962
[0, 0, 7, 0, 22]|fof_v1-3c_1BN_3B_Ch_v2-4c_Co_1_Ch_1B_1TrU_Ch_2B_1TrU_2.cif|43.83296
[0, 0, 7, 0, 23]|fof_v1-3c_1BN_3B_Ch_v2-4c_Co_1_Ch_1B_1TrU_Ch_2B_1TrU_4H_Ch.cif|44.20369
[0, 0, 7, 0, 24]|fof_v1-3c_1BN_3B_Ch_v2-4c_Co_1_Ch_1B_1TrU_Ch_2B_2Br_Ch.cif|41.53191
[0, 0, 7, 0, 25]|fof_v1-3c_1BN_3B_Ch_v2-4c_Co_1_Ch_1B_1TrU_Ch_2B_2CF3_Ch.cif|41.08667
